Region,Date,Median Sale Price,Homes Sold,New Listings,Inventory,Inventory MoM ,Days on Market,Days on Market MoM,Days on Market YoY
"Mill Creek, WA",6/30/2020,$668K,51,34,23,-14.80%,6,-4,-9
"Mill Creek, WA",7/31/2020,$702K,37,47,17,-26.10%,13,7,-9
"Mill Creek, WA",8/31/2020,$619K,45,46,17,0.00%,6,-7,-16
"Mill Creek, WA",9/30/2020,$670K,47,49,19,11.80%,6,0,-24
"Mill Creek, WA",10/31/2020,$681K,47,26,4,-78.90%,5,-1,-6
"Mill Creek, WA",11/30/2020,$652K,44,18,2,-50.00%,5,0,-17
"Mill Creek, WA",12/31/2020,$738K,16,15,4,100.00%,5,0,-30
"Mill Creek, WA",1/31/2021,$679K,14,30,10,150.00%,6,1,-1
"Mountlake Terrace, WA",1/31/2012,$119K,11,36,65,14.00%,35,4,-58
"Mountlake Terrace, WA",2/29/2012,$157K,31,21,52,-20.00%,35,0,-150
"Mountlake Terrace, WA",3/31/2012,$187K,18,26,49,-5.80%,53,18,-60
"Mountlake Terrace, WA",4/30/2012,$196K,28,14,40,-18.40%,35,-18,-42
"Mountlake Terrace, WA",5/31/2012,$201K,18,20,38,-5.00%,66,31,34
"Mountlake Terrace, WA",6/30/2012,$225K,28,17,37,-2.60%,26,-40,-59
"Mountlake Terrace, WA",7/31/2012,$205K,21,25,38,2.70%,36,10,-16
"Mountlake Terrace, WA",8/31/2012,$225K,15,31,40,5.30%,28,-8,1
"Mountlake Terrace, WA",9/30/2012,$185K,22,26,38,-5.00%,11,-17,-32
"Mountlake Terrace, WA",10/31/2012,$183K,28,17,37,-2.60%,18,7,-10
"Mountlake Terrace, WA",11/30/2012,$183K,16,8,27,-27.00%,35,17,-47
"Mountlake Terrace, WA",12/31/2012,$197K,16,23,24,-11.10%,41,6,10
"Mountlake Terrace, WA",1/31/2013,$204K,16,25,32,33.30%,17,-24,-18
"Mountlake Terrace, WA",2/28/2013,$226K,32,24,27,-15.60%,16,-1,-19
"Mountlake Terrace, WA",3/31/2013,$265K,17,29,30,11.10%,17,1,-36
"Mountlake Terrace, WA",4/30/2013,$190K,23,29,34,13.30%,16,-1,-19
"Mountlake Terrace, WA",5/31/2013,$250K,17,34,39,14.70%,13,-3,-53
"Mountlake Terrace, WA",6/30/2013,$285K,28,28,45,15.40%,8,-5,-18
"Mountlake Terrace, WA",7/31/2013,$251K,29,25,54,20.00%,8,0,-28
"Mountlake Terrace, WA",8/31/2013,$245K,21,16,49,-9.30%,7,-1,-21
"Mountlake Terrace, WA",9/30/2013,$266K,18,26,50,2.00%,37,30,26
"Mountlake Terrace, WA",10/31/2013,$241K,15,28,44,-12.00%,17,-20,-1
"Mountlake Terrace, WA",11/30/2013,$275K,24,11,38,-13.60%,22,5,-13
"Mountlake Terrace, WA",12/31/2013,$255K,13,26,34,-10.50%,20,-2,-21
"Mountlake Terrace, WA",1/31/2014,$272K,14,15,30,-11.80%,31,11,14
"Mountlake Terrace, WA",2/28/2014,$275K,28,24,32,6.70%,64,33,48
"Mountlake Terrace, WA",3/31/2014,$293K,30,36,39,21.90%,14,-50,-3
"Mountlake Terrace, WA",4/30/2014,$250K,27,28,36,-7.70%,22,8,6
"Mountlake Terrace, WA",5/31/2014,$280K,21,28,35,-2.80%,8,-14,-5
"Mountlake Terrace, WA",6/30/2014,$290K,28,30,36,2.90%,12,4,4
"Mountlake Terrace, WA",7/31/2014,$319K,22,30,43,19.40%,6,-6,-2
"Mountlake Terrace, WA",8/31/2014,$299K,27,28,40,-7.00%,19,13,12
"Mountlake Terrace, WA",9/30/2014,$256K,33,21,32,-20.00%,14,-5,-23
"Mountlake Terrace, WA",10/31/2014,$258K,19,14,19,-40.60%,10,-4,-7
"Mountlake Terrace, WA",11/30/2014,$280K,23,9,16,-15.80%,14,4,-8
"Mountlake Terrace, WA",12/31/2014,$275K,16,18,16,0.00%,24,10,4
"Mountlake Terrace, WA",1/31/2015,$248K,10,24,25,56.30%,15,-9,-16
"Mountlake Terrace, WA",2/28/2015,$255K,20,30,19,-24.00%,9,-6,-55
"Mountlake Terrace, WA",3/31/2015,$286K,29,22,17,-10.50%,9,0,-5
"Mountlake Terrace, WA",4/30/2015,$280K,27,31,19,11.80%,11,2,-11
"Mountlake Terrace, WA",5/31/2015,$306K,30,35,22,15.80%,8,-3,0
"Mountlake Terrace, WA",6/30/2015,$295K,30,19,17,-22.70%,10,2,-2
"Mountlake Terrace, WA",7/31/2015,$308K,24,38,29,70.60%,11,1,5
"Mountlake Terrace, WA",8/31/2015,$323K,26,23,26,-10.30%,9,-2,-10
"Mountlake Terrace, WA",9/30/2015,$285K,23,25,25,-3.80%,13,4,-1
"Mountlake Terrace, WA",10/31/2015,$304K,20,17,17,-32.00%,7,-6,-3
"Mountlake Terrace, WA",11/30/2015,$325K,30,7,12,-29.40%,11,4,-3
"Mountlake Terrace, WA",12/31/2015,$303K,12,20,10,-16.70%,14,3,-10
"Mountlake Terrace, WA",1/31/2016,$285K,13,22,12,20.00%,4,-10,-11
"Mountlake Terrace, WA",2/29/2016,$302K,25,20,13,8.30%,6,2,-3
"Mountlake Terrace, WA",3/31/2016,$320K,18,35,20,53.80%,7,1,-2
"Mountlake Terrace, WA",4/30/2016,$336K,29,48,23,15.00%,6,-1,-5
"Mountlake Terrace, WA",5/31/2016,$362K,35,37,23,0.00%,7,1,-1
"Mountlake Terrace, WA",6/30/2016,$365K,21,39,25,8.70%,8,1,-2
"Mountlake Terrace, WA",7/31/2016,$335K,39,44,21,-16.00%,7,-1,-4
"Mountlake Terrace, WA",8/31/2016,$353K,42,44,26,23.80%,7,0,-2
"Mountlake Terrace, WA",9/30/2016,$327K,40,27,26,0.00%,9,2,-4
"Mountlake Terrace, WA",10/31/2016,$364K,32,21,17,-34.60%,8,-1,1
"Mountlake Terrace, WA",11/30/2016,$410K,31,10,9,-47.10%,9,1,-2
"Mountlake Terrace, WA",12/31/2016,$446K,15,30,13,44.40%,22,13,8
"Mountlake Terrace, WA",1/31/2017,$375K,29,24,16,23.10%,6,-16,2
"Mountlake Terrace, WA",2/28/2017,$365K,24,26,13,-18.80%,6,0,0
"Mountlake Terrace, WA",3/31/2017,$418K,24,30,17,30.80%,7,1,0
"Mountlake Terrace, WA",4/30/2017,$395K,25,34,15,-11.80%,7,0,1
"Mountlake Terrace, WA",5/31/2017,$458K,36,43,23,53.30%,7,0,0
"Mountlake Terrace, WA",6/30/2017,$395K,35,27,14,-39.10%,7,0,-1
"Mountlake Terrace, WA",7/31/2017,$380K,42,37,15,7.10%,7,0,0
"Mountlake Terrace, WA",8/31/2017,$370K,29,29,18,20.00%,7,0,0
"Mountlake Terrace, WA",9/30/2017,$385K,27,23,18,0.00%,6,-1,-3
"Mountlake Terrace, WA",10/31/2017,$400K,19,20,13,-27.80%,7,1,-1
"Mountlake Terrace, WA",11/30/2017,$420K,24,15,5,-61.50%,8,1,-1
"Mountlake Terrace, WA",12/31/2017,$440K,19,9,4,-20.00%,12,4,-10
"Mountlake Terrace, WA",1/31/2018,$415K,12,21,3,-25.00%,7,-5,1
"Mountlake Terrace, WA",2/28/2018,$445K,26,25,6,100.00%,6,-1,0
"Mountlake Terrace, WA",3/31/2018,$477K,24,35,9,50.00%,6,0,-1
"Mountlake Terrace, WA",4/30/2018,$440K,31,54,15,66.70%,6,0,-1
"Mountlake Terrace, WA",5/31/2018,$436K,46,40,20,33.30%,7,1,0
"Mountlake Terrace, WA",6/30/2018,$451K,34,46,37,85.00%,8,1,1
"Mountlake Terrace, WA",7/31/2018,$450K,31,28,31,-16.20%,7,-1,0
"Mountlake Terrace, WA",8/31/2018,$390K,31,47,40,29.00%,11,4,4
"Mountlake Terrace, WA",9/30/2018,$430K,29,26,33,-17.50%,11,0,5
"Mountlake Terrace, WA",10/31/2018,$432K,27,24,37,12.10%,10,-1,3
"Mountlake Terrace, WA",11/30/2018,$423K,28,11,25,-32.40%,27,17,19
"Mountlake Terrace, WA",12/31/2018,$379K,17,19,21,-16.00%,24,-3,12
"Mountlake Terrace, WA",1/31/2019,$427K,22,18,17,-19.00%,12,-12,5
"Mountlake Terrace, WA",2/28/2019,$472K,26,25,14,-17.60%,8,-4,2
"Mountlake Terrace, WA",3/31/2019,$451K,24,33,14,0.00%,7,-1,1
"Mountlake Terrace, WA",4/30/2019,$433K,27,26,14,0.00%,6,-1,0
"Mountlake Terrace, WA",5/31/2019,$420K,22,21,16,14.30%,7,1,0
"Mountlake Terrace, WA",6/30/2019,$450K,18,27,25,56.30%,6,-1,-2
"Mountlake Terrace, WA",7/31/2019,$425K,19,38,32,28.00%,6,0,-1
"Mountlake Terrace, WA",8/31/2019,$475K,25,30,31,-3.10%,10,4,-1
"Mountlake Terrace, WA",9/30/2019,$444K,35,27,27,-12.90%,8,-2,-3
"Mountlake Terrace, WA",10/31/2019,$453K,19,19,21,-22.20%,14,6,4
"Mountlake Terrace, WA",11/30/2019,$492K,23,16,15,-28.60%,27,13,0
"Mountlake Terrace, WA",12/31/2019,$439K,20,22,14,-6.70%,15,-12,-9
"Mountlake Terrace, WA",1/31/2020,$579K,19,15,10,-28.60%,11,-4,-1
"Mountlake Terrace, WA",2/29/2020,$578K,25,30,19,90.00%,11,0,3
"Mountlake Terrace, WA",3/31/2020,$470K,17,19,18,-5.30%,4,-7,-3
"Mountlake Terrace, WA",4/30/2020,$510K,20,28,15,-16.70%,8,4,2
"Mountlake Terrace, WA",5/31/2020,$464K,30,9,10,-33.30%,6,-2,-1
"Mountlake Terrace, WA",6/30/2020,$605K,23,52,19,90.00%,12,6,6
"Mountlake Terrace, WA",7/31/2020,$550K,33,41,18,-5.30%,6,-6,0
"Mountlake Terrace, WA",8/31/2020,$502K,42,35,11,-38.90%,6,0,-4
"Mountlake Terrace, WA",9/30/2020,$527K,40,36,18,63.60%,6,0,-2
"Mountlake Terrace, WA",10/31/2020,$565K,17,17,7,-61.10%,7,1,-7
"Mountlake Terrace, WA",11/30/2020,$575K,31,21,6,-14.30%,8,1,-19
"Mountlake Terrace, WA",12/31/2020,$493K,20,20,3,-50.00%,7,-1,-8
"Mountlake Terrace, WA",1/31/2021,$588K,24,33,10,233.30%,7,0,-4
"Mukilteo, WA",1/31/2012,$365K,19,23,83,-8.80%,131,44,49
"Mukilteo, WA",2/29/2012,$315K,23,28,72,-13.30%,183,52,138
"Mukilteo, WA",3/31/2012,$360K,23,25,67,-6.90%,42,-141,-19
"Mukilteo, WA",4/30/2012,$285K,25,34,72,7.50%,88,46,11
"Mukilteo, WA",5/31/2012,$395K,28,37,77,6.90%,33,-55,-12
"Mukilteo, WA",6/30/2012,$395K,23,39,78,1.30%,21,-12,-28
"Mukilteo, WA",7/31/2012,$408K,25,33,77,-1.30%,20,-1,-90
"Mukilteo, WA",8/31/2012,$385K,26,24,76,-1.30%,24,4,-35
"Mukilteo, WA",9/30/2012,$390K,26,26,63,-17.10%,37,13,16
"Mukilteo, WA",10/31/2012,$379K,34,16,55,-12.70%,28,-9,-12
"Mukilteo, WA",11/30/2012,$395K,18,15,52,-5.50%,35,7,-55
"Mukilteo, WA",12/31/2012,$367K,20,37,61,17.30%,34,-1,-53
"Mukilteo, WA",1/31/2013,$370K,15,32,59,-3.30%,61,27,-70
"Mukilteo, WA",2/28/2013,$418K,28,42,57,-3.40%,27,-34,-156
"Mukilteo, WA",3/31/2013,$405K,35,44,61,7.00%,20,-7,-22
"Mukilteo, WA",4/30/2013,$405K,44,49,64,4.90%,24,4,-64
"Mukilteo, WA",5/31/2013,$426K,32,45,76,18.80%,11,-13,-22
"Mukilteo, WA",6/30/2013,$436K,36,55,95,25.00%,10,-1,-11
"Mukilteo, WA",7/31/2013,$414K,29,52,115,21.10%,27,17,7
"Mukilteo, WA",8/31/2013,$610K,29,48,123,7.00%,35,8,11
"Mukilteo, WA",9/30/2013,$424K,26,35,120,-2.40%,22,-13,-15
"Mukilteo, WA",10/31/2013,$451K,28,26,116,-3.30%,45,23,17
"Mukilteo, WA",11/30/2013,$385K,25,14,101,-12.90%,40,-5,5
"Mukilteo, WA",12/31/2013,$414K,19,20,85,-15.80%,75,35,41
"Mukilteo, WA",1/31/2014,$419K,29,31,82,-3.50%,70,-5,9
"Mukilteo, WA",2/28/2014,$416K,24,41,85,3.70%,79,9,52
"Mukilteo, WA",3/31/2014,$440K,26,36,84,-1.20%,16,-63,-4
"Mukilteo, WA",4/30/2014,$487K,34,47,86,2.40%,20,4,-4
"Mukilteo, WA",5/31/2014,$355K,30,53,103,19.80%,29,9,18
"Mukilteo, WA",6/30/2014,$425K,27,43,114,10.70%,30,1,20
"Mukilteo, WA",7/31/2014,$385K,31,40,115,0.90%,17,-13,-10
"Mukilteo, WA",8/31/2014,$421K,35,32,113,-1.70%,22,5,-13
"Mukilteo, WA",9/30/2014,$464K,30,37,100,-11.50%,37,15,15
"Mukilteo, WA",10/31/2014,$391K,21,22,93,-7.00%,67,30,22
"Mukilteo, WA",11/30/2014,$410K,27,19,83,-10.80%,38,-29,-2
"Mukilteo, WA",12/31/2014,$425K,25,34,78,-6.00%,73,35,-2
"Mukilteo, WA",1/31/2015,$411K,26,32,79,1.30%,31,-42,-39
"Mukilteo, WA",2/28/2015,$450K,39,42,58,-26.60%,52,21,-27
"Mukilteo, WA",3/31/2015,$445K,50,57,74,27.60%,31,-21,15
"Mukilteo, WA",4/30/2015,$390K,39,48,76,2.70%,7,-24,-13
"Mukilteo, WA",5/31/2015,$477K,50,45,79,3.90%,14,7,-15
"Mukilteo, WA",6/30/2015,$416K,29,46,86,8.90%,33,19,3
"Mukilteo, WA",7/31/2015,$440K,44,37,80,-7.00%,23,-10,6
"Mukilteo, WA",8/31/2015,$464K,33,32,73,-8.80%,23,0,1
"Mukilteo, WA",9/30/2015,$487K,38,33,62,-15.10%,35,12,-2
"Mukilteo, WA",10/31/2015,$469K,28,9,48,-22.60%,58,23,-9
"Mukilteo, WA",11/30/2015,$470K,26,20,41,-14.60%,43,-15,5
"Mukilteo, WA",12/31/2015,$421K,24,22,35,-14.60%,51,8,-22
"Mukilteo, WA",1/31/2016,$412K,25,26,35,0.00%,44,-7,13
"Mukilteo, WA",2/29/2016,$463K,27,42,39,11.40%,30,-14,-22
"Mukilteo, WA",3/31/2016,$461K,28,54,58,48.70%,6,-24,-25
"Mukilteo, WA",4/30/2016,$494K,33,55,61,5.20%,11,5,4
"Mukilteo, WA",5/31/2016,$486K,41,46,55,-9.80%,13,2,-1
"Mukilteo, WA",6/30/2016,$450K,51,60,83,50.90%,14,1,-19
"Mukilteo, WA",7/31/2016,$502K,39,38,84,1.20%,20,6,-3
"Mukilteo, WA",8/31/2016,$515K,33,40,81,-3.60%,39,19,16
"Mukilteo, WA",9/30/2016,$413K,20,27,59,-27.20%,13,-26,-22
"Mukilteo, WA",10/31/2016,$470K,31,19,47,-20.30%,15,2,-43
"Mukilteo, WA",11/30/2016,$460K,40,9,32,-31.90%,36,21,-7
"Mukilteo, WA",12/31/2016,$533K,21,18,30,-6.30%,87,51,36
"Mukilteo, WA",1/31/2017,$522K,16,24,32,6.70%,10,-77,-34
"Mukilteo, WA",2/28/2017,$471K,30,46,39,21.90%,9,-1,-21
"Mukilteo, WA",3/31/2017,$485K,29,30,33,-15.40%,7,-2,1
"Mukilteo, WA",4/30/2017,$538K,32,58,55,66.70%,9,2,-2
"Mukilteo, WA",5/31/2017,$514K,46,60,63,14.50%,16,7,3
"Mukilteo, WA",6/30/2017,$500K,43,36,60,-4.80%,8,-8,-6
"Mukilteo, WA",7/31/2017,$589K,42,46,63,5.00%,26,18,6
"Mukilteo, WA",8/31/2017,$495K,40,39,63,0.00%,18,-8,-21
"Mukilteo, WA",9/30/2017,$540K,38,38,53,-15.90%,21,3,8
"Mukilteo, WA",10/31/2017,$546K,27,18,35,-34.00%,29,8,14
"Mukilteo, WA",11/30/2017,$523K,36,4,18,-48.60%,28,-1,-8
"Mukilteo, WA",12/31/2017,$517K,20,14,16,-11.10%,47,19,-40
"Mukilteo, WA",1/31/2018,$636K,12,17,15,-6.30%,11,-36,1
"Mukilteo, WA",2/28/2018,$628K,26,40,19,26.70%,10,-1,1
"Mukilteo, WA",3/31/2018,$515K,29,50,42,121.10%,6,-4,-1
"Mukilteo, WA",4/30/2018,$595K,35,49,38,-9.50%,6,0,-3
"Mukilteo, WA",5/31/2018,$560K,36,37,46,21.10%,8,2,-8
"Mukilteo, WA",6/30/2018,$555K,28,46,64,39.10%,17,9,9
"Mukilteo, WA",7/31/2018,$625K,29,51,83,29.70%,12,-5,-14
"Mukilteo, WA",8/31/2018,$528K,31,38,83,0.00%,25,13,7
"Mukilteo, WA",9/30/2018,$550K,30,33,80,-3.60%,27,2,6
"Mukilteo, WA",10/31/2018,$620K,31,15,59,-26.30%,32,5,3
"Mukilteo, WA",11/30/2018,$550K,22,8,47,-20.30%,39,7,11
"Mukilteo, WA",12/31/2018,$568K,10,18,48,2.10%,68,29,21
"Mukilteo, WA",1/31/2019,$685K,12,18,39,-18.80%,95,27,84
"Mukilteo, WA",2/28/2019,$584K,27,27,38,-2.60%,36,-59,26
"Mukilteo, WA",3/31/2019,$640K,27,46,47,23.70%,35,-1,29
"Mukilteo, WA",4/30/2019,$630K,42,58,62,31.90%,7,-28,1
"Mukilteo, WA",5/31/2019,$620K,34,45,68,9.70%,9,2,1
"Mukilteo, WA",6/30/2019,$595K,33,43,76,11.80%,18,9,1
"Mukilteo, WA",7/31/2019,$561K,36,34,72,-5.30%,26,8,14
"Mukilteo, WA",8/31/2019,$585K,28,29,63,-12.50%,22,-4,-3
"Mukilteo, WA",9/30/2019,$640K,33,27,56,-11.10%,20,-2,-7
"Mukilteo, WA",10/31/2019,$579K,24,17,47,-16.10%,45,25,13
"Mukilteo, WA",11/30/2019,$697K,26,4,26,-44.70%,45,0,6
"Mukilteo, WA",12/31/2019,$593K,14,24,33,26.90%,29,-16,-39
"Mukilteo, WA",1/31/2020,$558K,20,27,33,0.00%,5,-24,-90
"Mukilteo, WA",2/29/2020,$727K,21,34,38,15.20%,8,3,-28
"Mukilteo, WA",3/31/2020,$650K,25,34,43,13.20%,7,-1,-28
"Mukilteo, WA",4/30/2020,$635K,31,36,39,-9.30%,5,-2,-2
"Mukilteo, WA",5/31/2020,$654K,42,22,31,-20.50%,12,7,3
"Mukilteo, WA",6/30/2020,$562K,26,47,39,25.80%,10,-2,-8
"Mukilteo, WA",7/31/2020,$665K,35,44,34,-12.80%,9,-1,-17
"Mukilteo, WA",8/31/2020,$610K,41,42,30,-11.80%,8,-1,-14
"Mukilteo, WA",9/30/2020,$675K,51,43,25,-16.70%,5,-3,-15
"Mukilteo, WA",10/31/2020,$675K,38,19,8,-68.00%,7,2,-38
"Mukilteo, WA",11/30/2020,$658K,37,19,9,12.50%,7,0,-38
"Mukilteo, WA",12/31/2020,$680K,18,24,8,-11.10%,9,2,-20
"Mukilteo, WA",1/31/2021,$725K,27,23,7,-12.50%,5,-4,0
"Newcastle, WA",1/31/2012,$549K,10,21,58,16.00%,90,28,-141
"Newcastle, WA",2/29/2012,$538K,13,27,60,3.40%,29,-61,-60
"Newcastle, WA",3/31/2012,$447K,10,31,56,-6.70%,68,39,-30
"Newcastle, WA",4/30/2012,$440K,19,31,56,0.00%,21,-47,-55
"Newcastle, WA",5/31/2012,$480K,28,31,61,8.90%,22,1,-70
"Newcastle, WA",6/30/2012,$465K,29,26,58,-4.90%,19,-3,-22
"Newcastle, WA",7/31/2012,$484K,30,25,53,-8.60%,11,-8,-10
"Newcastle, WA",8/31/2012,$465K,21,23,54,1.90%,37,26,-31
"Newcastle, WA",9/30/2012,$380K,19,25,51,-5.60%,44,7,0
"Newcastle, WA",10/31/2012,$427K,26,14,41,-19.60%,18,-26,-158
"Newcastle, WA",11/30/2012,$525K,21,9,32,-22.00%,57,39,22
"Newcastle, WA",12/31/2012,$436K,14,20,27,-15.60%,59,2,-3
"Newcastle, WA",1/31/2013,$450K,27,30,40,48.10%,41,-18,-49
"Newcastle, WA",2/28/2013,$611K,20,21,29,-27.50%,15,-26,-14
"Newcastle, WA",3/31/2013,$535K,28,30,29,0.00%,12,-3,-56
"Newcastle, WA",4/30/2013,$435K,30,31,38,31.00%,12,0,-9
"Newcastle, WA",5/31/2013,$471K,17,26,44,15.80%,12,0,-10
"Newcastle, WA",6/30/2013,$608K,20,31,51,15.90%,19,7,0
"Newcastle, WA",7/31/2013,$488K,28,29,62,21.60%,11,-8,0
"Newcastle, WA",8/31/2013,$464K,25,19,52,-16.10%,27,16,-10
"Newcastle, WA",9/30/2013,$412K,29,17,47,-9.60%,15,-12,-29
"Newcastle, WA",10/31/2013,$435K,14,12,36,-23.40%,68,53,50
"Newcastle, WA",11/30/2013,$457K,19,7,29,-19.40%,24,-44,-33
"Newcastle, WA",12/31/2013,$465K,12,9,26,-10.30%,20,-4,-39
"Newcastle, WA",1/31/2014,$410K,7,20,29,11.50%,69,49,28
"Newcastle, WA",2/28/2014,$487K,14,20,25,-13.80%,11,-58,-4
"Newcastle, WA",3/31/2014,$553K,20,40,41,64.00%,20,9,8
"Newcastle, WA",4/30/2014,$569K,16,23,44,7.30%,6,-14,-6
"Newcastle, WA",5/31/2014,$640K,23,31,56,27.30%,10,4,-2
"Newcastle, WA",6/30/2014,$523K,23,26,57,1.80%,12,2,-7
"Newcastle, WA",7/31/2014,$679K,14,37,68,19.30%,14,2,3
"Newcastle, WA",8/31/2014,$519K,15,24,58,-14.70%,43,29,16
"Newcastle, WA",9/30/2014,$694K,16,18,51,-12.10%,49,6,34
"Newcastle, WA",10/31/2014,$662K,24,14,45,-11.80%,32,-17,-36
"Newcastle, WA",11/30/2014,$605K,26,9,35,-22.20%,48,16,24
"Newcastle, WA",12/31/2014,$665K,13,27,35,0.00%,69,21,49
"Newcastle, WA",1/31/2015,$582K,23,30,38,8.60%,32,-37,-37
"Newcastle, WA",2/28/2015,$614K,26,23,36,-5.30%,9,-23,-2
"Newcastle, WA",3/31/2015,$681K,24,37,38,5.60%,5,-4,-15
"Newcastle, WA",4/30/2015,$620K,25,23,35,-7.90%,11,6,5
"Newcastle, WA",5/31/2015,$597K,25,33,45,28.60%,9,-2,-1
"Newcastle, WA",6/30/2015,$743K,26,25,43,-4.40%,13,4,1
"Newcastle, WA",7/31/2015,$660K,23,26,43,0.00%,14,1,0
"Newcastle, WA",8/31/2015,$605K,23,19,41,-4.70%,26,12,-17
"Newcastle, WA",9/30/2015,$627K,20,21,40,-2.40%,17,-9,-32
"Newcastle, WA",10/31/2015,$649K,15,9,31,-22.50%,12,-5,-20
"Newcastle, WA",11/30/2015,$625K,17,10,18,-41.90%,43,31,-5
"Newcastle, WA",12/31/2015,$660K,14,15,15,-16.70%,19,-24,-50
"Newcastle, WA",1/31/2016,$740K,19,20,19,26.70%,26,7,-6
"Newcastle, WA",2/29/2016,$699K,23,36,23,21.10%,12,-14,3
"Newcastle, WA",3/31/2016,$620K,25,22,20,-13.00%,6,-6,1
"Newcastle, WA",4/30/2016,$780K,29,42,31,55.00%,7,1,-4
"Newcastle, WA",5/31/2016,$607K,30,33,34,9.70%,8,1,-1
"Newcastle, WA",6/30/2016,$723K,21,36,41,20.60%,7,-1,-6
"Newcastle, WA",7/31/2016,$535K,27,26,35,-14.60%,8,1,-6
"Newcastle, WA",8/31/2016,$766K,27,24,38,8.60%,17,9,-9
"Newcastle, WA",9/30/2016,$730K,21,14,28,-26.30%,42,25,25
"Newcastle, WA",10/31/2016,$630K,17,12,17,-39.30%,21,-21,9
"Newcastle, WA",11/30/2016,$701K,17,7,10,-41.20%,14,-7,-29
"Newcastle, WA",12/31/2016,$762K,12,15,7,-30.00%,19,5,0
"Newcastle, WA",1/31/2017,$945K,10,24,8,14.30%,47,28,21
"Newcastle, WA",2/28/2017,$717K,28,31,18,125.00%,7,-40,-5
"Newcastle, WA",3/31/2017,$910K,12,36,19,5.60%,5,-2,-1
"Newcastle, WA",4/30/2017,$830K,31,34,22,15.80%,7,2,0
"Newcastle, WA",5/31/2017,$850K,23,19,16,-27.30%,8,1,0
"Newcastle, WA",6/30/2017,$920K,23,23,20,25.00%,12,4,5
"Newcastle, WA",7/31/2017,$875K,20,29,23,15.00%,11,-1,3
"Newcastle, WA",8/31/2017,$822K,34,29,23,0.00%,13,2,-4
"Newcastle, WA",9/30/2017,$865K,27,21,20,-13.00%,16,3,-26
"Newcastle, WA",10/31/2017,$840K,22,11,10,-50.00%,9,-7,-12
"Newcastle, WA",11/30/2017,$934K,30,1,7,-30.00%,12,3,-2
"Newcastle, WA",12/31/2017,$919K,9,16,13,85.70%,11,-1,-8
"Newcastle, WA",1/31/2018,$880K,13,18,9,-30.80%,9,-2,-38
"Newcastle, WA",2/28/2018,$835K,22,20,7,-22.20%,8,-1,1
"Newcastle, WA",3/31/2018,$745K,23,21,15,114.30%,6,-2,1
"Newcastle, WA",4/30/2018,$899K,17,34,16,6.70%,11,5,4
"Newcastle, WA",5/31/2018,$850K,23,26,29,81.30%,7,-4,-1
"Newcastle, WA",6/30/2018,$875K,15,35,41,41.40%,13,6,1
"Newcastle, WA",7/31/2018,$653K,22,30,48,17.10%,8,-5,-3
"Newcastle, WA",8/31/2018,$700K,12,21,52,8.30%,26,18,13
"Newcastle, WA",9/30/2018,$880K,13,16,47,-9.60%,30,4,14
"Newcastle, WA",10/31/2018,$700K,12,13,39,-17.00%,26,-4,17
"Newcastle, WA",11/30/2018,$845K,12,5,31,-20.50%,83,57,71
"Newcastle, WA",12/31/2018,$705K,8,13,34,9.70%,16,-67,5
"Newcastle, WA",1/31/2019,$840K,6,14,39,14.70%,44,28,35
"Newcastle, WA",2/28/2019,$700K,19,30,42,7.70%,14,-30,6
"Newcastle, WA",3/31/2019,$716K,16,28,35,-16.70%,7,-7,1
"Newcastle, WA",4/30/2019,$902K,32,40,47,34.30%,35,28,24
"Newcastle, WA",5/31/2019,$970K,24,26,46,-2.10%,9,-26,2
"Newcastle, WA",6/30/2019,$852K,28,27,46,0.00%,26,17,13
"Newcastle, WA",7/31/2019,$708K,18,31,57,23.90%,26,0,18
"Newcastle, WA",8/31/2019,$865K,21,21,57,0.00%,45,19,19
"Newcastle, WA",9/30/2019,$825K,17,29,44,-22.80%,16,-29,-14
"Newcastle, WA",10/31/2019,$832K,19,16,30,-31.80%,33,17,7
"Newcastle, WA",11/30/2019,$890K,21,1,18,-40.00%,66,33,-17
"Newcastle, WA",12/31/2019,$862K,18,18,19,5.60%,80,14,64
"Newcastle, WA",1/31/2020,$915K,21,26,22,15.80%,8,-72,-36
"Newcastle, WA",2/29/2020,$887K,19,27,31,40.90%,6,-2,-8
"Newcastle, WA",3/31/2020,$939K,15,20,35,12.90%,20,14,13
"Newcastle, WA",4/30/2020,"$1,154K",12,25,37,5.70%,19,-1,-16
"Newcastle, WA",5/31/2020,$966K,24,27,32,-13.50%,37,18,28
"Newcastle, WA",6/30/2020,$918K,33,30,29,-9.40%,21,-16,-5
"Newcastle, WA",7/31/2020,$998K,27,28,29,0.00%,8,-13,-18
"Newcastle, WA",8/31/2020,$968K,24,32,26,-10.30%,8,0,-37
"Newcastle, WA",9/30/2020,$873K,28,20,16,-38.50%,12,4,-4
"Newcastle, WA",10/31/2020,$897K,26,14,15,-6.30%,19,7,-14
"Newcastle, WA",11/30/2020,$903K,26,8,8,-46.70%,9,-10,-57
"Newcastle, WA",12/31/2020,$861K,11,14,4,-50.00%,48,39,-32
"Newcastle, WA",1/31/2021,$848K,11,18,5,25.00%,6,-42,-2
"North Bend, WA",1/31/2012,$203K,14,23,61,8.90%,104,57,-84
"North Bend, WA",2/29/2012,$249K,15,26,60,-1.60%,55,-49,-25
"North Bend, WA",3/31/2012,$274K,10,31,65,8.30%,28,-27,-68
